id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2281413,"Chemorse, Ltd",248395,421155796.0,"Chemorse, Ltd",1596 NE 58th Ave,Des Moines,IA,50313,325199,2022.0,"Fatty acids (e.g., margaric, oleic, stearic) manufacturing",1.0,2,25,58500,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB24:16:12:00,,2023,Manufacturing,50313,325199
2281981,Vibrantz Specialty Products LLC - NJV,1136918,521272156.0,Vibrantz Specialty Products LLC,795 Foote Lane,New Johnsonville,TN,37134,325180,2022.0,Manganese dioxide manufacturing,1.0,22,103,239227,1,0,1,1,1,2,44,3,0,0,0,0,0,19FEB24:17:02:00,,2023,Manufacturing,37134,325180
2282291,VIBRANTZ MINERALS LLC - MTD,1137187,432030518.0,VIBRANTZ MINERALS LLC,710 S Rossiter St,Mount Dora,FL,32757,325314,2022.0,Phosphatic fertilizers made by mixing purchased materials,1.0,1,5,9229,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB24:17:31:00,,2023,Manufacturing,32757,325314
2282963,APChem - Latexo,952061,822724505,"Aquapharm PChem, LLC",3985 US HWY 287 NORTH,Crockett,TX,75835,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,49,112854,1,0,1,0,1,3,0,2,0,0,0,0,0,19FEB24:18:52:00,,2023,Manufacturing,75835,325199
2283269,"Tosoh Bioscience LLC, Grove City Ohio",969985,232466604,"Tosoh Bioscience, LLC",3600 Gantz Road,Grove City,OH,43123,325199,2022.0,Butyl acetate manufacturing,1.0,1,14,29040,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB24:19:37:00,,2023,Manufacturing,43123,325199
2284323,LGC Bioseach,1137968,680313938,LGC Bioseach,2199 South McDowell,Petaluma,CA,94954,325199,2022.0,Oleic acid esters manufacturing,1.0,3,290,567025,1,0,0,1,0,0,32,1,0,0,0,0,0,19FEB24:21:15:00,,2023,Manufacturing,94954,325199
2284391,LGC Bioseach Novato,1138005,680313938,LGC Biosearch,51 Digital Drive,Novato,CA,94945,325199,2022.0,Oleic acid esters manufacturing,1.0,22,100,135737,1,0,0,3,0,0,334,3,0,0,0,0,0,19FEB24:21:23:00,,2023,Manufacturing,94945,325199
2284464,SACHEM-Cleburne,1024258,742286932,SACHEM INC.,2311 Pipeline Rd,Cleburne,TX,76033,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,111,215609,1,0,0,1,0,0,2,1,0,0,0,0,0,19FEB24:21:32:00,,2023,Manufacturing,76033,325199
2285843,"Wolfspeed, Siler City NC",1138814,561572719,"Wolfspeed, Inc.",20436 US-64 West,Siler City,NC,27355,325180,2022.0,"Carbides (e.g., boron, calcium, silicon, tungsten) manufacturing",1.0,21,30,54763,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:13:04:00,,2023,Manufacturing,27355,325180
2286006,United Cooperative- Reedsburg,1061866,,,1360 Laukant St,Reedsburg,WI,53959,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,17,35184,1,0,0,0,1,0,0,0,0,1,0,0,0,20FEB24:14:01:00,,2023,Manufacturing,53959,325314
2286901,ISP Lima LLC,853370,,,1220 S Metcalf Street,Lima,OH,45804,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,35,73769,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:16:08:00,,2023,Manufacturing,45804,325199
2287200,Wiley Companies New Albany,873297,,Wiley Companies,160 W Main Street,New Albany,OH,43054,325199,2022.0,Acetaldehyde manufacturing,1.0,1,18,28274,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:16:35:00,,2023,Manufacturing,43054,325199
2287275,Wiley Companies Walnut,873257,,Wiley Companies,545 Walnut Street,Coshocton,OH,43812,325199,2022.0,Acetaldehyde manufacturing,1.0,2,73,123027,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:16:39:00,,2023,Manufacturing,43812,325199
2287286,Wiley Companies Coshocton,873282,,Wiley Companies,1245 South Sixth Street,Coshocton,OH,43812,325199,2022.0,Acetaldehyde manufacturing,1.0,2,168,294641,1,0,0,0,3,0,0,3,0,0,0,0,0,20FEB24:16:40:00,,2023,Manufacturing,43812,325199
2287571,Hydrite Milwaukee (MKE) -  7300 Bradley,133330,390364390,Hydrite Chemical Co.,7300 Bradley,Milwaukee,WI,53224,325180,2022.0,Other Basic Inorganic Chemical Manufacturing,1.0,21,78,164599,1,0,0,2,0,0,70,2,0,0,0,0,0,20FEB24:17:06:00,,2023,Manufacturing,53224,325180
2287716,Smallman Street,115917,251142709,Pressure Chemical Co.,3419 Smallman Street,Pittsburgh,PA,15201,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,48,89729,1,0,0,0,1,0,0,1,0,0,0,0,0,20FEB24:17:25:00,,2023,Manufacturing,15201,325199
2288046,"SACHEM, Inc. Woodward Austin												",1139915,742286932,Sachem Inc.,821 Woodward Street																,Austin,TX,78704,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,15,21872,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:17:49:00,,2023,Manufacturing,78704,325199
2289535,Cabot Corporation Ville Platte,1140959,42271897,Cabot Corporation,2066 Cabot Rd,Ville Platte,LA,70586,325180,2022.0,Carbon black manufacturing,1.0,22,107,215431,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:18:19:00,,2023,Manufacturing,70586,325180
2290790,The Dallas Group of America,1142280,222952954,The Dallas Group of America,1402 Fabricon Blvd,Jeffersonville,IN,47130,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,22,115,222057,1,0,0,6,0,0,140,6,0,0,0,0,0,20FEB24:18:36:00,,2023,Manufacturing,47130,325180
2290966,Howard Johnson's Enterprises,181027,680275553,Central Garden & Pet Company,1301 Industrial Drive,Neosho,MO,64850,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,2,30,54647,1,0,0,0,1,0,0,1,0,0,0,0,0,20FEB24:18:49:00,,2023,Manufacturing,64850,325314
2291500,UNGERER & COMPANY - BETHLEHEM,998911,222534972,UNGERER & COMPANY,110 NORTH COMMERCE WAY,BETHLEHEM,PA,18017,325199,2022.0,Natural nonfood coloring,1.0,2,131,243791,1,0,0,0,2,0,0,1,0,0,0,0,1,20FEB24:19:37:00,,2023,Manufacturing,18017,325199
2291513,NATUREX INC,998955,953419191,NATUREX INC,375 HUYLER STREET,SOUTH HACKENSACK,NJ,7606,325199,2022.0,All Other Basic Organic Chemical Manufacturing,1.0,2,99,204729,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:19:39:00,,2023,Manufacturing,7606,325199
2291530,VEGETABLE JUICES INC,998981,361909400,NATUREX INC,7400 S NARRAGANSETT AVENUE,BEDFORD PARK,IL,60638,325199,2022.0,All Other Basic Organic Chemical Manufacturing,1.0,2,99,204729,1,0,1,0,1,180,0,1,0,0,0,0,1,20FEB24:19:40:00,,2023,Manufacturing,60638,325199
2291753,Givaudan,999025,311707845,GIVAUDAN,119 EDISON DRIVE,CINCINNATI,OH,45216,325199,2022.0,Natural nonfood coloring,1.0,3,3022,4846873,1,0,4,5,25,334,227,17,0,0,0,0,17,20FEB24:19:49:00,,2023,Manufacturing,45216,325199
2292021,Innovative Water Care LLC,1142926,,,"95 MacCorkle Avenue, SW",South Charleston,WV,25303,325180,2022.0,Chlorine manufacturing,1.0,22,137,314524,1,0,1,2,1,3,23,4,0,0,0,0,0,20FEB24:20:07:00,,2023,Manufacturing,25303,325180
2293165,"Entegris, Riegelwood",695506,,Entegris,333 Neils Eddy Rd,Riegelwood,NC,28456,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,36,75083,1,0,1,0,0,290,63,1,0,0,0,0,0,20FEB24:21:05:00,,2023,Manufacturing,28456,325199
2293181,"FUJIFILM Ultra Pure Solutions, Inc. - Castroville",912659,770481659,"FUJIFILM Ultra Pure Solutions, Inc.",11160 Commercial Pkwy,Castroville,CA,95012,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,20,40355,2,0,0,0,0,0,0,0,0,0,0,0,0,20FEB24:21:06:00,,2023,Manufacturing,95012,325199
2294812,Vibrantz Specialty Products LLC,673856,521272156,Vibrantz Technologies,610 Pittman Road,Baltimore,MD,21226,325180,2022.0,Manganese dioxide manufacturing,1.0,2,57,113201,1,0,0,0,1,0,0,1,0,0,0,0,0,22FEB24:02:17:00,Confirming that 301 form data was not required for this submission.,2023,Manufacturing,21226,325180
2295776,"Albemarle Amendments, LLC",1144697,920244284,"Albemarle Amendments, LLC",1664 Highland Rd.,Twinsburg,OH,44087,325199,2022.0,Organo-inorganic compound manufacturing,1.0,1,11,18518,2,0,0,0,0,0,0,0,0,0,0,0,0,21FEB24:15:32:00,,2023,Manufacturing,44087,325199
2296702,MPM Waterford,468464,,Momentive Performance Materials,260 Hudson River Road,Waterford,NY,12188,325180,2022.0,Silica gel manufacturing,1.0,3,1046,1346427,1,0,2,0,0,20,0,2,0,0,0,0,0,21FEB24:17:03:00,,2023,Manufacturing,12188,325180
2296828,Southport Specialty Ingredients,992913,410129150,Archer-Daniels-Midland Company,1730 E MOORE STREET SE,Southport,NC,28461,325199,2022.0,All Other Basic Organic Chemical Manufacturing,1.0,22,167,346596,1,0,0,1,2,0,46,3,0,0,0,0,0,27FEB24:16:02:00,Location data mismatched,2023,Manufacturing,28461,325199
2296858,"Monroe Alfrebro, LLC",992970,310933188,"Alfrebro, LLC",1055 Reed Road,Monroe,OH,45050,325199,2022.0,All Other Basic Organic Chemical Manufacturing,1.0,21,33,73807,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB24:16:01:00,Location data mismatched,2023,Manufacturing,45050,325199
2296898,Decatur Glycols,993122,410129150,Archer-Daniels-Midland Company,4666 FARIES PARKWAY,Decatur,IL,62526,325199,2022.0,All Other Basic Organic Chemical Manufacturing,1.0,21,56,119454,1,0,0,1,1,0,47,2,0,0,0,0,0,27FEB24:16:01:00,Location data mismatched,2023,Manufacturing,62526,325199
2298439,Roger Street Facility,187395,141611530,Ames Goldsmith Corp.,21 Rogers Street,Glens Falls,NY,12801,325180,2022.0,Silver nitrate manufacturing,1.0,21,88,137208,1,0,2,3,0,281,28,5,0,0,0,0,0,21FEB24:19:22:00,,2023,Manufacturing,12801,325180
2299022,"SOLUGEN, INC.",917426,,"SOLUGEN, INC.",14549 Minnetta,Houston,TX,77035,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,189,18794,1,0,2,0,0,64,0,2,0,0,0,0,0,21FEB24:19:55:00,,2023,Manufacturing,77035,325199
2300718,"Solugen, LLC",1146856,,,11102 FM 835,Slaton,TX,79364,325199,2022.0,"Peroxides, organic, manufacturing",1.0,1,19,4239,1,0,0,1,0,0,2,1,0,0,0,0,0,21FEB24:21:18:00,,2023,Manufacturing,79364,325199
2301739,"Down to Earth Distributors, INC.",1123400,930760311.0,"Down to Earth Distributors, INC.",3030 Judkins Rd.,Eugene,OR,97403,325311,2022.0,"Fertilizers, natural organic (except compost), manufacturing",1.0,21,88,145000,1,0,0,1,0,0,1,1,0,0,0,0,0,21FEB24:22:36:00,,2023,Manufacturing,97403,325311
2301887,Intematix Corporation,402745,680450388.0,Intematix Corporation,46410 Fremont Blvd,Fremont,CA,94538,325180,2022.0,"Potassium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,2,17,29799,2,0,0,0,0,0,0,0,0,0,0,0,0,21FEB24:23:04:00,,2023,Manufacturing,94538,325180
2302191,McFarlane's Bark Inc,913328,930716917.0,McFarlane's Bark Inc,13345 SE Johnson Rd,Milwaukie,OR,97222,325314,2022.0,Compost manufacturing,1.0,2,35,61502,1,0,1,0,1,2,0,2,0,0,0,0,0,22FEB24:01:18:00,,2023,Manufacturing,97222,325314
2302217,"Vibrantz Performance Coatings, LLC",1144394,340217820.0,Vibrantz Technologies,1789 Transelco Drive,Penn Yan,NY,14527,325180,2022.0,Sodium aluminate manufacturing,1.0,22,119,274505,1,0,1,0,0,165,0,1,0,0,0,0,0,22FEB24:02:18:00,Confirming that 301 data was not required with this submittal.,2023,Manufacturing,14527,325180
2302704,ICT Riverside,65733,582380661.0,Innovative Chemical Technologies,8 Riverside Drive,Cartersville,GA,30120,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,33,60008,1,0,1,0,0,1,14,1,0,0,0,0,0,22FEB24:14:24:00,,2023,Manufacturing,30120,325199
2302732,ICT Chemicals- Walnut Grove Location,932646,582380661.0,Innovative Chemical Technologies,103 Walnut Grove Rd SE,Cartersville,GA,30120,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,51,97700,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:14:28:00,,2023,Manufacturing,30120,325199
2302838,Kanto Corporation,1122005,931034713.0,kanto corporation,13424 north woodrush way,portland,OR,97203,325180,2022.0,Ammonium hydroxide manufacturing,1.0,21,87,153381,1,0,3,1,0,41,92,4,0,0,0,0,0,22FEB24:14:46:00,,2023,Manufacturing,97203,325180
2302919,"Saint-Gobain Advanced Ceramics, Boron Nitride",473310,,Saint Gobain,168 Creekside Drive,Amherst.,NY,14228,325180,2022.0,"Boron compounds, not specified elsewhere by process, manufacturing",1.0,2,45,84447,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:14:57:00,,2023,Manufacturing,14228,325180
2303524,IDT Coralville 1710,1148335,421301142.0,Integrated DNA Technologies,1710 Commercial Park,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,3,1157,2364128,1,0,1,1,0,2,179,2,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303525,IDT Coralville 2400,1148336,421301142.0,Integrated DNA Technologies,2400 Oakdale Blvd,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,1,17,22028,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303526,IDT Coralville 2470,1148337,421301142.0,Integrated DNA Technologies,2470 Oakdale Blvd,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,22,85,169648,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303527,IDT Coralville 2500,1148338,421301142.0,Integrated DNA Technologies,2500 Crosspark Road,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,55,107810,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303528,IDT Coralville 2501,1148339,421301142.0,Integrated DNA Technologies,2501 Crosspark Road,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,63,125324,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303529,IDT Coralville 2600,1148340,421301142.0,Integrated DNA Technologies,2600 Crosspark Road,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,61,120936,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303530,IDT Coralville 2660,1148341,421301142.0,Integrated DNA Technologies,2660 Crosspark Road,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,14,27536,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303531,IDT Coralville 2812,1148342,421301142.0,Integrated DNA Technologies,2812 Commerce Drive,Coralville,IA,52241,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,45,90804,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,52241,325199
2303532,IDT Evanston and Fleet,1148343,421301142.0,Integrated DNA Technologies,500 Davis Street #1010,Evanston,IL,60201,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,1,10,11372,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,60201,325199
2303533,IDT Raleigh,1148344,421301142.0,Integrated DNA Technologies,4800 Davis Drive,Morrisville,NC,27560,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,71,162808,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,27560,325199
2303535,IDT San Diego,1148346,421301142.0,Integrated DNA Technologies,6828 Nancy Ridge Drive,San Diego,CA,92121,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,21,57,244420,1,0,0,2,4,0,37,3,0,0,0,0,3,22FEB24:16:07:00,,2023,Manufacturing,92121,325199
2303536,IDT San Diego 2,1148347,421301142.0,Integrated DNA Technologies,5626 Oberlin Drive,San Diego,CA,92121,325199,2022.0,All other Basic Organic Chemical Manufacturing,1.0,1,13,32240,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:16:07:00,,2023,Manufacturing,92121,325199
2303596,Pennington Seed - GroTec I,181025,680275553.0,Central Garden & Pet Company,635 Madison Road,Eatonton,GA,31024,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,2,96,240509,1,0,0,0,1,0,0,1,0,0,0,0,0,22FEB24:16:13:00,,2023,Manufacturing,31024,325314
2303759,"Primary Products Ingredients Americas, LLC",1030093,371168475.0,"Primary Products Ingredients Americas, LLC",110 Spring Street,Duluth,MN,55808,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,2,41,80888,1,0,1,1,0,7,255,2,0,0,0,0,0,22FEB24:16:25:00,,2023,Manufacturing,55808,325199
2303959,"Bolder Industries Maryville, LLC",1052719,872867835.0,"Bolder Industries Maryville, LLC",600 Wilson Industrial Road,Maryville,MO,64468,325180,2022.0,Carbon black manufacturing,1.0,2,32,80786,1,0,2,1,2,31,67,5,0,0,0,0,0,22FEB24:16:50:00,,2023,Manufacturing,64468,325180
2304117,Thatcher Company,1148602,20123112.0,Thatcher Company,1905 West Fortune Road,Salt Lake City,UT,84104,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,3,290,560118,1,0,3,4,6,49,156,13,0,0,0,0,0,22FEB24:16:59:00,,2023,Manufacturing,84104,325180
2304604,Nitricity Inc.,1148799,831837729.0,Nitricity,44530 S Grimmer Blvd,Fremont,CA,94538,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,21,23,47678,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:17:43:00,,2023,Manufacturing,94538,325311
2304862,Primient,1148929,872720607.0,"Primary Products Ingredients Americas, LLC",5600 Brentlinger Dr,Dayton,OH,45414,325199,2022.0,Citric acid manufacturing,1.0,21,98,222045,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:18:23:00,,2023,Manufacturing,45414,325199
2305452,Borchers Americas Inc. Franklin Plant,937432,,Borchers Americas Inc.,240 Two Mile Run Road,Franklin,PA,16327,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,39,79432,2,0,0,0,0,0,0,0,0,0,0,0,0,22FEB24:19:14:00,,2023,Manufacturing,16327,325199
2306462,Kansas City Cargill/Paseo Biodiesel,896324,208211282.0,Cargill Inc.,2111 Nicholson Ave.,Kansas City,MO,64120,325199,2022.0,"Glycerin (i.e., glycerol), synthetic, manufacturing",1.0,2,34,73602,1,0,1,0,1,4,55,2,0,0,0,0,0,22FEB24:20:03:00,,2023,Manufacturing,64120,325199
2307420,Thatcher Company Inc,1149732,880472619.0,Thatcher Company Inc,1905 West Fortune Road,Salt Lake City,UT,84104,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,3,290,560118,1,0,3,4,6,49,156,13,0,0,0,0,0,22FEB24:20:38:00,,2023,Manufacturing,84104,325180
2311723,Detrex Corporation,1153106,,Detrex Corporation,1100 State Rd,Ashtabula,OH,44004,325180,2022.0,Hydrochloric acid manufacturing,1.0,21,33,59765,1,0,0,0,3,0,0,3,0,0,0,0,0,23FEB24:13:54:00,,2023,Manufacturing,44004,325180
2311756,Potters Industries,977384,,Potters Industries,2511 Newsprint Road,Augusta,GA,30906,325180,2022.0,Sodium borate manufacturing,1.0,2,41,99374,2,0,0,0,0,0,0,0,0,0,0,0,0,23FEB24:14:02:00,,2023,Manufacturing,30906,325180
2311984,Silicones : Texas City,1153250,,"Momentive Performance Materials, Inc",5700 Century Blvd,Texas City,TX,77592,325199,2022.0,This U.S. industry comprises establishments primarily engaged in manufacturing basic organic chemical products.,1.0,21,29,58695,2,0,0,0,0,0,0,0,0,0,0,0,0,23FEB24:14:42:00,,2023,Manufacturing,77592,325199
2312045,Covestro Pittsburgh,198001,61653740.0,Covestro LLC,1 Covestro Circle,Pittsburgh,PA,15205,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,3,712,1449057,2,0,0,0,0,0,0,0,0,0,0,0,0,23FEB24:14:50:00,,2023,Manufacturing,15205,325199
2312085,Covestro South Charleston,207669,61653740.0,Covestro LLC,501 Second Avenue,South Charleston,WV,25303,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,98,224358,2,0,0,0,0,0,0,0,0,0,0,0,0,23FEB24:14:55:00,,2023,Manufacturing,25303,325199
2313891,Chemical Manufacturing,1038810,1307032.0,BASF Corporation,602 Copper Rd,Freeport,TX,77531,325199,2022.0,Organo-inorganic compound manufacturing,1.0,3,919,2098992,1,0,0,0,4,0,0,4,0,0,0,0,0,23FEB24:16:12:00,,2023,Manufacturing,77531,325199
2314207,Thatcher Company of California Inc.,1154756,,,8625 Unsworth Ave.,Sacramento,CA,95828,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,21,54,102732,1,0,0,1,2,0,9,3,0,0,0,0,0,23FEB24:16:40:00,,2023,Manufacturing,95828,325180
2314633,Pace Florida,1154895,510599329.0,Tamino US LLC,4575 Hwy 90 East,Pace,FL,32571,325199,2022.0,Adipic acid esters or amines manufacturing,1.0,22,106,220191,1,0,1,0,0,14,0,1,0,0,0,0,0,23FEB24:17:02:00,,2023,Manufacturing,32571,325199
2315975,Silbond Corporation,140810,,Evonik Industries,9901 Sand Creek Hwy.,Weston,MI,49289,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,53,98671,1,0,0,0,2,0,0,2,0,0,0,0,0,23FEB24:17:53:00,,2023,Manufacturing,49289,325199
2316126,ABW Don Plant - Pocatello,979414,820196611,JR Simplot Co.,1150 Highway 30 W,Pocatello,ID,83204,325312,2022.0,Fertilizer manufacturing,1.0,3,393,780233,1,0,3,1,4,0,34,8,0,0,0,0,0,23FEB24:18:23:00,,2023,Manufacturing,83204,325312
2316128,ABW Plant - Helm,979415,820196611,JR Simplot Co.,12688 S Colorado,Helm,CA,93627,325312,2022.0,Fertilizer manufacturing,1.0,2,36,74284,1,0,1,0,0,0,0,1,0,0,0,0,0,23FEB24:18:23:00,,2023,Manufacturing,93627,325312
2316129,ABW Plant - Lathrop,979416,820196611,JR Simplot Co.,16777 Howland Rd,Lathrop,CA,95330,325312,2022.0,Fertilizer manufacturing,1.0,3,141,266067,1,0,1,1,1,0,30,3,0,0,0,0,0,23FEB24:18:23:00,,2023,Manufacturing,95330,325312
2316130,ABW Plant - Rock Springs,979417,820196611,JR Simplot Co.,515 State Highway 430,Rock Springs,WY,82901,325312,2022.0,Fertilizer manufacturing,1.0,3,470,663665,1,0,1,1,4,0,28,4,0,0,0,2,0,23FEB24:18:23:00,,2023,Manufacturing,82901,325312
2316742,Galata Chemicals,922028,,Galata Chemicals,471 Highway 3142,Hahnville,LA,70057,325199,2022.0,Oleic acid esters manufacturing,1.0,22,113,166608,1,0,0,0,3,0,0,2,0,0,0,1,0,23FEB24:18:49:00,,2023,Manufacturing,70057,325199
2317137,"Solenis, LLC.",981295,465612095,Solenis LLC,"2301 Wilroy Road, Suffolk, VA 23434",SUFFOLK,VA,23434,325199,2022.0,"Ketone compounds, not specified elsewhere by process, manufacturing",1.0,2,102,189698,2,0,0,0,0,0,0,0,0,0,0,0,0,23FEB24:19:06:00,,2023,Manufacturing,23434,325199
2317566,WR Grace & Co,1007834,,Standard Industries,5500 Chemical Road,Baltimore,MD,21226,325180,2022.0,"Silica, amorphous, manufacturing",1.0,3,450,990101,1,0,5,1,0,346,1,6,0,0,0,0,0,23FEB24:19:25:00,,2023,Manufacturing,21226,325180
2317849,Madison Industries,734271,221730619,Madison Industries,554 Waterworks Road,Old Bridge,NJ,8857,325180,2022.0,Zinc chloride manufacturing,1.0,2,95,247000,1,0,3,2,0,37,22,5,0,0,0,0,0,23FEB24:19:45:00,,2023,Manufacturing,8857,325180
